ID,ID.1,Years_of_Experience,Education_Level,Spell_Check_Ratio,Section_Score,Brevity_Score,Skill_Count,Technical_Score,Managerial_Score,Overall_Score,Extracted_Skills,PageRank,Inverse_Betweenness,InDegree,IncomingEdgeWeightSum,Reciprocity,CreditScore
640,640,18,Master,0.970496894409938,1.0,0.89,2,0.62,0.7263231601731601,0.7519466374929418,"['problem-solving', 'critical thinking']",0.0005325797978029067,883.7060994273467,2,0.1707218651703582,0.0,0.0005433486280474258
738,738,21,Bachelor,0.954337899543379,0.9,0.8575,4,0.64,0.7474655844155844,0.7514234652790133,"['communication', 'customer service', 'decision making', 'interpersonal skills']",0.0004919455666942854,699.5135784808008,3,0.2075246380844374,0.0,0.0003921107160174948
943,943,14,Master,0.9666160849772384,0.7,0.8525,4,0.7,0.729680987617034,0.750815904782834,"['time management', 'organization', 'attention to detail', 'interpersonal skills']",0.0010143119696245676,190.91693553484566,5,0.35810830624645645,0.0,0.00012311561998635872
602,602,13,Bachelor,0.9496221662468514,0.8,0.515,7,0.76,0.7316555258467023,0.7499588743786959,"['communication', 'leadership', 'problem-solving', 'organization', 'attention to detail', 'customer service', 'critical thinking']",0.0003050130930003549,1239.1754536322371,1,0.0531203735918948,0.0,0.00035560392902947023
89,89,30,PhD,0.973561430793157,0.7,0.8925,2,0.6799999999999999,0.7329063079777365,0.7484780354726366,"['communication', 'initiative']",0.0010220699529391963,47.54542308249183,2,0.31025957048388575,0.0,5.312850280097101e-05
330,330,21,Master,0.9848024316109424,0.8,0.855,3,0.6599999999999999,0.7337954545454546,0.7481188795247304,"['communication', 'organization', 'critical thinking']",0.0005445468619323917,400.08799709903104,3,0.23568264249225168,0.0,0.00025469850703891853
43,43,23,Master,0.957592339261286,0.6,0.6725,5,0.74,0.7608541458541458,0.7472654776823723,"['communication', 'leadership', 'organization', 'attention to detail', 'customer service']",0.0015411416636515432,1000000.0,6,0.41471820511129937,0.0,0.6401143190475741
482,482,37,Bachelor,0.9688311688311688,0.7,0.575,6,0.72,0.781286525974026,0.7467690746753246,"['communication', 'leadership', 'time management', 'creativity', 'customer service', 'initiative']",0.0019409915902157695,119.31269189171773,6,0.49362467211410405,0.0,9.0907007902773e-05
572,572,22,Bachelor,0.9677033492822966,0.8,0.41,7,0.76,0.749591188381511,0.746647691442683,"['communication', 'leadership', 'time management', 'adaptability', 'organization', 'critical thinking', 'initiative']",0.0009154316639877788,24.267730537536924,3,0.3736883261395606,0.0,2.449644301246435e-05
880,880,17,Bachelor,0.9631901840490796,1.0,0.87,3,0.6,0.7435513114336644,0.7463844118350074,"['communication', 'leadership', 'customer service']",0.0018332862213334305,38.672839916669155,3,0.2875348536077456,0.0,3.0037687861371395e-05
683,683,10,Master,0.9696629213483146,1.0,0.275,7,0.82,0.6462238975713552,0.746333461406238,"['leadership', 'organization', 'attention to detail', 'customer service', 'decision making', 'flexibility', 'reliability']",0.0009914967685236025,1480.6445850013365,5,0.22008140278467872,0.0,0.000586794165151634
829,829,13,Bachelor,0.9647779479326188,0.8,0.8674999999999999,5,0.6799999999999999,0.702586186540732,0.7460036507554815,"['communication', 'leadership', 'organization', 'customer service', 'flexibility']",0.0007261496269903192,126.91010987645186,3,0.1432382075319013,0.0,4.910219433568496e-05
688,688,10,Master,0.95985401459854,1.0,0.4449999999999999,6,0.78,0.6405738636363636,0.7446575605507632,"['communication', 'time management', 'organization', 'attention to detail', 'customer service', 'interpersonal skills']",0.002097547234996546,78.73745285731749,4,0.3384539252002257,0.0,5.7587578734352985e-05
350,350,10,Master,0.9797979797979798,0.8,0.7675,5,0.74,0.6371814893966793,0.7418842447988018,"['time management', 'organization', 'attention to detail', 'customer service', 'initiative']",0.0007291796678141279,361.58722697518607,2,0.19598252262031537,0.0,0.00025521889163754584
520,520,27,Bachelor,0.9543726235741444,0.8,0.5,6,0.72,0.7583898363541222,0.7409542132636511,"['communication', 'leadership', 'organization', 'attention to detail', 'decision making', 'interpersonal skills']",0.0008074601006547828,821.0772435578523,4,0.3512509481789486,0.0,0.0006232102207112566
824,824,11,Master,0.9749670619235836,0.7,0.6025,6,0.78,0.6631595365418894,0.7386945671549252,"['communication', 'time management', 'organization', 'attention to detail', 'customer service', 'interpersonal skills']",0.0004137111335988543,272.0663693674033,2,0.20201119737218873,0.0,0.00019793947357784488
232,232,16,Associate,0.9612842304060434,1.0,0.5,6,0.66,0.7590533395176253,0.737844424895892,"['communication', 'leadership', 'customer service', 'multitasking', 'initiative', 'reliability']",0.001248998577716101,195.93441071981607,3,0.3545794108525141,0.0,0.0001876594375014222
901,901,12,Master,0.9621542940320232,0.6,0.7825,5,0.74,0.6877103174603174,0.7367785246412974,"['communication', 'time management', 'analytical skills', 'organization', 'reliability']",0.001118340893887004,1172.3133732516744,3,0.31976438686870495,0.0,0.0010125508786919665
300,300,17,Master,0.9824945295404814,1.0,0.2149999999999999,5,0.74,0.736105671672078,0.7365811544556715,"['communication', 'leadership', 'organization', 'flexibility', 'initiative']",0.0009068369946511274,73.59533175680238,4,0.2830459724752447,0.0,4.501392249582777e-05
126,126,14,Master,0.9596273291925466,1.0,0.89,8,0.8600000000000001,0.355891205118411,0.735730094454778,"['communication', 'leadership', 'time management', 'organization', 'attention to detail', 'customer service', 'decision making', 'interpersonal skills']",0.0006908525565111324,1000000.0,2,0.2170547784607443,0.0,0.781718838545886
473,473,14,Master,0.9692923898531376,1.0,0.6275,3,0.6599999999999999,0.7031487493987494,0.7346238638049385,"['leadership', 'organization', 'initiative']",0.0004463810915754772,6187.747627970585,2,0.17685104220327896,0.0,0.00394113656603516
994,994,33,Bachelor,0.9436392914653784,0.8,0.9475,3,0.6,0.7506067140406762,0.7342959433587407,"['communication', 'leadership', 'organization']",0.0005167377870235552,388.0471599152475,2,0.20791865667876425,0.0,0.00029057615139115565
899,899,19,Associate,0.981994459833795,0.9,0.6950000000000001,7,0.7,0.6435701762523192,0.7307704988590753,"['communication', 'leadership', 'time management', 'organization', 'customer service', 'interpersonal skills', 'multitasking']",0.0015338323287417514,310.3853030641059,5,0.35679258010737963,0.0,0.00019942107609280323
119,119,27,Bachelor,0.935483870967742,0.9,0.5,5,0.6799999999999999,0.7500331777597402,0.7305583404246963,"['communication', 'teamwork', 'leadership', 'customer service', 'initiative']",0.0021965785332819037,281.36394392752027,6,0.4923674570253331,0.0,0.00021382906909137215
514,514,21,Bachelor,0.9534591194968554,0.8,0.5125,5,0.6799999999999999,0.7590903854210306,0.7263230275759947,"['communication', 'leadership', 'organization', 'customer service', 'initiative']",0.00037318355586895646,167.82416885833155,1,0.054631939321885446,0.0,4.95307490109187e-05
171,171,9,Associate,0.964401294498382,0.8,0.955,6,0.63,0.6676952479338842,0.7242487038300034,"['communication', 'leadership', 'analytical skills', 'organization', 'attention to detail', 'customer service']",0.00032746364235189114,19240.423750665075,1,0.052747410531316645,0.0,0.005482621593052908
795,795,19,Bachelor,0.9735553379040156,0.8,0.5,5,0.6799999999999999,0.7479799367299367,0.7237495148093825,"['communication', 'leadership', 'organization', 'customer service', 'interpersonal skills']",0.0006275214069689833,452.4226072103036,2,0.13211087241578415,0.0,0.00021526076941169494
283,283,32,Associate,0.9760765550239234,0.9,0.9325,3,0.54,0.7526053215077606,0.7226392519547205,"['communication', 'organization', 'customer service']",0.001382447986888982,506.9204116552995,3,0.31768062346100284,0.0,0.0004349852936842827
800,800,15,Master,0.9791666666666666,0.9,0.5,3,0.6599999999999999,0.7353080310494104,0.7225090759814897,"['communication', 'analytical skills', 'organization']",0.0013419855545780833,198.73993401087736,5,0.3890862439439281,0.0,0.0001392470998700134
362,362,20,Bachelor,0.968895800933126,0.8,0.8925,4,0.64,0.6669052795031056,0.7222111639442443,"['communication', 'time management', 'organization', 'customer service']",0.0006462903714243079,284.08038944321396,1,0.10553875769551109,0.0,0.00016196718540318765
581,581,26,Master,0.9877358490566036,0.9,0.5,9,0.9,0.4067843700159489,0.7208088959104451,"['communication', 'leadership', 'problem-solving', 'organization', 'attention to detail', 'customer service', 'critical thinking', 'flexibility', 'initiative']",0.0018393826653297632,43.331443655952675,4,0.20562203674817994,0.0,1.9254394768795008e-05
318,318,16,Master,0.9454545454545454,0.7,0.875,2,0.62,0.7355708874458875,0.7207167207792208,"['communication', 'customer service']",0.00024500031430800697,3146.7933239349654,1,0.04283187038370546,0.0,0.0007281280975933731
439,439,24,PhD,0.9742300439974858,1.0,0.5,8,0.9200000000000002,0.3504614624505928,0.7205614431349265,"['communication', 'leadership', 'organization', 'customer service', 'critical thinking', 'decision making', 'initiative', 'professionalism']",0.0016650443272446457,60.19556276027867,6,0.3569312943141606,0.0,3.316420291827856e-05
205,205,15,Master,0.9705215419501134,0.9,0.6025,2,0.62,0.7441717171717173,0.7185536693465265,"['communication', 'organization']",0.0008087927606268968,682.0801907302589,3,0.16833269644677207,0.0,0.00031013236674478555
676,676,25,Master,0.9634146341463414,0.9,0.5,3,0.6599999999999999,0.727052362531086,0.7184571721739599,"['communication', 'leadership', 'organization']",0.0003577735105467294,192.3683463738519,1,0.12389879358431051,0.0,0.00012875800878644626
458,458,14,Master,0.9759336099585062,0.7,0.5,5,0.74,0.6824026901669759,0.7183141680459433,"['teamwork', 'leadership', 'organization', 'decision making', 'initiative']",0.0005590868843718058,55.87466547956157,2,0.1354746664869718,0.0,2.7262146488242852e-05
93,93,21,Master,0.9782082324455206,0.8,0.435,4,0.7,0.7205494505494505,0.7174856584093872,"['communication', 'leadership', 'organization', 'initiative']",0.0005655257610782055,186.7244053248883,3,0.21204697441052153,0.0,0.00010694916758407663
224,224,19,Master,0.9780876494023903,1.0,0.5,2,0.62,0.73875,0.717433764940239,"['leadership', 'organization']",0.001034347218331269,1000000.0,3,0.21279097996780877,0.0,0.5747721346056806
169,169,16,Master,0.9411764705882352,0.8,0.5449999999999999,3,0.6599999999999999,0.7472474747474748,0.7167918894830658,"['communication', 'organization', 'reliability']",0.0012947825478484035,14468.85098944576,3,0.35310095651937784,0.0,0.013799885393532843
444,444,15,Master,0.9574829931972788,0.7,0.97,8,0.8600000000000001,0.360781512605042,0.7149827531012405,"['communication', 'leadership', 'organization', 'customer service', 'decision making', 'interpersonal skills', 'flexibility', 'initiative']",0.0002431544456430498,90661.25476743569,1,0.014182796037376292,0.0,0.006946340529566903
983,983,15,Master,0.9788980070339977,0.6,0.3675,5,0.74,0.7448735147830893,0.7141018551383265,"['communication', 'organization', 'customer service', 'critical thinking', 'interpersonal skills']",0.0006358310320059319,44.34691712572889,3,0.37351180297993225,0.0,4.474232585737773e-05
858,858,26,Master,0.9486899563318776,1.0,0.2099999999999999,4,0.7,0.7255312868949233,0.7135283817016647,"['communication', 'leadership', 'organization', 'decision making']",0.0006893208186582748,35.3027933486606,2,0.1538386340021219,0.0,1.9559917487584076e-05
651,651,19,Bachelor,0.9763406940063092,0.7,0.915,3,0.6,0.7140253654188948,0.7133416790262993,"['communication', 'leadership', 'attention to detail']",0.001225972639656665,806.5233328922363,5,0.29152672709270666,0.0,0.0004233966563920131
220,220,14,Bachelor,0.9747327502429544,1.0,0.5,4,0.64,0.6991818181818181,0.7132278204788409,"['communication', 'leadership', 'organization', 'initiative']",0.0011334727411331594,341.22946961504823,3,0.24064901419029788,0.0,0.00022180688938905422
712,712,11,Bachelor,0.9839181286549707,1.0,0.79,3,0.6,0.6520887878787879,0.7130184492291334,"['communication', 'leadership', 'organization']",0.0013496023363469955,69.06247352540595,4,0.18514971996021237,0.0,2.7631787535607318e-05
942,942,23,Bachelor,0.955944055944056,1.0,0.5,3,0.6,0.7562954163483575,0.7124830304989128,"['communication', 'organization', 'customer service']",0.0009202870445153331,1000000.0,3,0.23544452560236168,0.0,0.6359618841060982
897,897,13,Master,0.9649859943977592,0.9,0.7150000000000001,2,0.62,0.6881495867768594,0.7124434754728337,"['leadership', 'organization']",0.000901811608210122,155.10227481612694,3,0.17795303436944887,0.0,7.455373778319244e-05
262,262,36,Master,0.957729468599034,0.8,0.43,4,0.7,0.7112436974789916,0.7121460561036008,"['communication', 'organization', 'attention to detail', 'interpersonal skills']",0.0005435578458775462,951.0706411144846,2,0.23834850355847828,0.0,0.0008164070803047957
475,475,26,Bachelor,0.988835725677831,0.9,0.9325,1,0.52,0.7368607142857143,0.7111917868534974,['attention to detail'],0.0011837195810132327,65.8586159644335,5,0.3781246172649533,0.0,4.484450044999503e-05
366,366,10,Master,0.9755244755244756,0.7,0.355,6,0.78,0.6431421417565485,0.7079950900794122,"['communication', 'organization', 'attention to detail', 'customer service', 'critical thinking', 'initiative']",0.0012150411366825117,518.4564454807069,5,0.30727644280025945,0.0,0.00028687594427582324
125,125,27,Associate,0.9757194244604316,0.9,0.5,5,0.62,0.7387116620752985,0.7071854410686327,"['communication', 'leadership', 'organization', 'customer service', 'initiative']",0.0007053582290776192,30.38046594637759,3,0.15485362425275798,0.125,1.135728432881803e-05
589,589,12,Associate,0.9724473257698542,0.8,0.9575,4,0.5800000000000001,0.6732368421052631,0.7069657852085645,"['communication', 'time management', 'organization', 'customer service']",0.0006285283726109154,964.4471010244791,3,0.1255299448186655,0.0,0.0003270157101638702
150,150,15,Master,0.9618794326241136,0.9,0.5,5,0.74,0.5818581124355098,0.7067453769930643,"['leadership', 'time management', 'organization', 'customer service', 'initiative']",0.0007651608639819571,1458.882761566747,1,0.06995193829314718,0.0,0.0005513062736694516
75,75,20,Master,0.975703324808184,0.8,0.5449999999999999,2,0.62,0.7512768947470441,0.7054534009049316,"['communication', 'organization']",0.0005012232098471229,848.143065017693,2,0.04178342371597483,0.0,0.00012763056946488751
928,928,28,Master,0.947250280583614,0.9,0.2724999999999999,4,0.7,0.7096550324675325,0.7048715377986211,"['communication', 'leadership', 'organization', 'initiative']",0.0021128824307957554,215.38407853015448,2,0.17928732501100067,0.0,0.00013907532738190048
756,756,11,Master,0.97816091954023,0.9,0.3249999999999999,4,0.7,0.6797360094451004,0.7042368947875531,"['communication', 'organization', 'customer service', 'initiative']",0.0010512729253430064,617.7561817903913,6,0.5903798432112533,0.5,0.0005575273287370565
133,133,14,Bachelor,0.9704236610711432,1.0,0.5,4,0.64,0.6703711611917493,0.704153714464639,"['communication', 'leadership', 'critical thinking', 'initiative']",0.0015608783862334347,117.59336945894093,6,0.24607953718890782,0.0,4.4665321372152435e-05
952,952,17,Associate,0.9869186046511628,0.9,0.78,3,0.54,0.7354053111068037,0.7033134537971575,"['leadership', 'time management', 'organization']",0.0011269986502191918,38.6034339127789,2,0.21292599244675967,0.0,2.9604160486852885e-05
776,776,21,Master,0.9742173112338858,0.7,0.8575,1,0.58,0.7270605287569574,0.7032898897504757,['organization'],0.001263955298345094,706.4231632126113,3,0.17479721295435333,0.0,0.00033353618787725976
564,564,12,Master,0.9803043867502238,0.7,0.5,4,0.7,0.6773559622195986,0.7012372273409019,"['communication', 'adaptability', 'attention to detail', 'critical thinking']",0.0018305043916884516,1000000.0,5,0.2153871719889552,0.0,0.3878564926668679
384,384,15,Master,0.9699769053117784,0.9,0.3349999999999999,3,0.6599999999999999,0.7224548277809147,0.7012341388654522,"['communication', 'leadership', 'critical thinking']",0.00047816226128534337,432.00402367945037,3,0.17233682159894917,0.0,0.0002010985789042907
152,152,17,Master,0.9608355091383812,0.7,0.585,4,0.7,0.6545098142363965,0.700936495184757,"['communication', 'organization', 'attention to detail', 'customer service']",0.0004621193772503278,173.85210800594962,1,0.037899098387170385,0.0,3.5594497315471226e-05
636,636,28,Bachelor,0.964735516372796,0.9,0.515,3,0.6,0.7408884340297384,0.7002400818462011,"['communication', 'leadership', 'customer service']",0.0019562484985371532,86.03925932414758,4,0.31030843463450125,0.0,5.769469556507643e-05
993,993,24,Bachelor,0.9514824797843666,0.8,0.645,3,0.6,0.733489898989899,0.6996952176754063,"['leadership', 'organization', 'customer service']",0.0008087869985312517,220.90329658000582,3,0.21539688696585924,0.0,0.00012852459062151554
526,526,32,Bachelor,0.9565916398713826,0.9,0.945,5,0.6799999999999999,0.4915516934046346,0.6996246720085286,"['communication', 'time management', 'organization', 'customer service', 'professionalism']",0.0010875380230863042,145.32720686665846,3,0.17067334551406155,0.0,6.699763173433492e-05
918,918,29,Master,0.957667731629393,0.8,0.5,4,0.7,0.6446652531142327,0.6991663490972091,"['communication', 'leadership', 'organization', 'initiative']",0.0006151215847727081,769.9265286887144,3,0.20835192100271963,0.0,0.00043330105398677895
496,496,13,Bachelor,0.9648382559774964,1.0,0.7224999999999999,2,0.56,0.6861647352647353,0.6985832461771704,"['communication', 'leadership']",0.00028345223912654556,15327.170928018537,1,0.02693988414536875,0.0,0.0022306437742488313
816,816,22,Associate,0.9693741677762984,1.0,0.6225,6,0.66,0.5818707213838793,0.6977486331927936,"['communication', 'problem-solving', 'organization', 'customer service', 'decision making', 'flexibility']",0.0007701754272371681,395.5760269341794,2,0.0960104657665958,0.0,0.00013678261257439698
251,251,11,Master,0.972644376899696,1.0,0.0324999999999999,5,0.74,0.6679964826839827,0.6969133824951643,"['communication', 'leadership', 'organization', 'customer service', 'professionalism']",0.0006560674115945883,367.90899496646006,2,0.09603295198635525,0.0,0.00012724564983482186
917,917,10,Associate,0.9629171817058096,0.6,0.4775,8,0.7400000000000001,0.6554884135472371,0.6966882422347521,"['communication', 'time management', 'organization', 'customer service', 'decision making', 'interpersonal skills', 'multitasking', 'initiative']",0.00026539888237081056,936.8358083608593,1,0.15269178277507528,0.0,0.0007727727469342864
413,413,25,Bachelor,0.9818840579710144,0.9,0.5,3,0.6,0.7270160791589364,0.6962932295447823,"['leadership', 'customer service', 'initiative']",0.0017905619061346111,168.27198125987044,3,0.2242038977768974,0.0,0.00010190690647853993
110,110,13,Master,0.9738988580750408,1.0,0.9675,3,0.6599999999999999,0.4543545454545454,0.6944462494438677,"['communication', 'customer service', 'critical thinking']",0.0007243287840955101,49.31800349019314,2,0.22188940714046881,0.0,3.94123007085943e-05
49,49,11,Associate,0.9768875192604006,0.8,0.8775,4,0.5800000000000001,0.6523547077922078,0.6931451642637024,"['communication', 'leadership', 'customer service', 'professionalism']",0.002010656759469261,159.0295702981137,3,0.33297523087016545,0.0,0.00014303411235036013
186,186,25,Bachelor,0.9857549857549858,0.7,0.5,4,0.64,0.7276511216056671,0.6928708350571987,"['teamwork', 'leadership', 'organization', 'initiative']",0.0005649443342171997,21.85602607954656,3,0.33226247565188205,0.0,1.9615977477116915e-05
279,279,20,Master,0.9701492537313432,0.6,0.49,4,0.7,0.6890185528756958,0.6927204912358431,"['communication', 'organization', 'interpersonal skills', 'reliability']",0.002786137467084225,306.43245859486876,4,0.4463327318532918,1.0,0.00028474574557312823
741,741,19,PhD,0.971736204576043,1.0,0.6425000000000001,5,0.8,0.3701814229249012,0.6924780473350747,"['communication', 'organization', 'attention to detail', 'customer service', 'interpersonal skills']",0.0009782998112438884,107.72326225464155,4,0.2502375536421831,0.0,5.825050813709949e-05
230,230,22,PhD,0.9814814814814816,0.8,0.5,7,0.8799999999999999,0.3680289256198347,0.6905568258340986,"['communication', 'organization', 'attention to detail', 'customer service', 'decision making', 'interpersonal skills', 'initiative']",0.0022348613936196762,65.76802725211607,3,0.17975483391230387,0.0,3.193431167556391e-05
594,594,24,Master,0.9597989949748744,0.9,0.51,7,0.82,0.4157317073170731,0.6896994116926094,"['communication', 'leadership', 'problem-solving', 'time management', 'organization', 'critical thinking', 'initiative']",0.001237932053908235,440.5088832906584,6,0.6325842660957228,0.0,0.00043010958901645635
4,4,10,PhD,0.950363196125908,0.9,0.435,2,0.6799999999999999,0.6295876010781671,0.6894125999360409,"['time management', 'organization']",0.0015871518367393585,506.23355979818115,7,0.648188319424414,0.0,0.00044316600931994536
139,139,14,Bachelor,0.955868544600939,0.7,0.5,4,0.64,0.7216403162055336,0.688078949321754,"['leadership', 'organization', 'interpersonal skills', 'initiative']",0.0007080318915585644,186.59510908807397,2,0.13460118442110727,0.0,9.045499651354104e-05
814,814,11,Bachelor,0.962382445141066,0.8,0.905,2,0.56,0.6569389204545455,0.6878199206504703,"['communication', 'customer service']",0.0011679764498342502,534.4655581251523,5,0.469341267086959,0.0,0.00045171130667858545
115,115,20,Associate,0.9693486590038314,0.9,0.5,4,0.5800000000000001,0.7296031442241968,0.6878158091676422,"['communication', 'leadership', 'organization', 'interpersonal skills']",0.003525260657135118,57.38722183476656,9,0.772333318266411,0.2,4.573056487107869e-05
753,753,17,Master,0.9692982456140352,1.0,0.79,5,0.74,0.3828806637806637,0.6867940236956026,"['leadership', 'organization', 'customer service', 'interpersonal skills', 'initiative']",0.0019950397109986225,91.35604357422491,3,0.22294659495493155,0.0,5.5016538465836586e-05
289,289,16,Master,0.9813559322033898,0.8,0.975,5,0.74,0.3801621621621621,0.6856842418689877,"['communication', 'leadership', 'time management', 'organization', 'customer service']",0.00046592491492788936,637.5919822259455,2,0.11485690068953651,0.0,0.00026374339346733894
101,101,14,Bachelor,0.9489528795811518,0.8,0.5900000000000001,3,0.6,0.703580303030303,0.684969378867206,"['leadership', 'organization', 'initiative']",0.0010455473764541601,590.8085122986367,4,0.4350735973523046,0.0,0.0005554474460619293
544,544,9,Master,0.9709153122326776,0.8,0.5,4,0.67,0.629024064171123,0.6837987504746047,"['communication', 'organization', 'customer service', 'initiative']",0.0005660976835188483,306.6400614135378,2,0.14847719257475972,0.0,0.00016397246894594772
627,627,12,Master,0.9691516709511568,0.6,0.5549999999999999,3,0.6599999999999999,0.6902233766233766,0.6834821800821286,"['communication', 'teamwork', 'organization']",0.000837008028872121,991.8489334724322,2,0.11664566837942102,0.0,0.0004166734818205223
987,987,20,Bachelor,0.9646643109540636,0.8,0.5,3,0.6,0.7222332887700535,0.6831364177264224,"['leadership', 'organization', 'initiative']",0.0008145639964049836,157.993839603603,5,0.27784368952147154,0.0,7.904873185500792e-05
731,731,32,Master,0.9515151515151516,0.7,0.025,4,0.7,0.7830650826446282,0.6825710399449035,"['communication', 'time management', 'organization', 'customer service']",0.0014042124237519844,25.487652878475,7,0.35600025490265547,0.0,1.2255316969642716e-05
838,838,15,Bachelor,0.9664739884393064,0.9,0.3375,3,0.6,0.7397424242424242,0.6823201261166578,"['decision making', 'initiative', 'professionalism']",0.0010207112026675,124.43301669696446,6,0.31138584478077774,0.0,5.980585276740679e-05
229,229,18,Master,0.9808201058201058,1.0,0.5,7,0.82,0.3534810744810744,0.682126332926333,"['communication', 'teamwork', 'leadership', 'organization', 'customer service', 'interpersonal skills', 'initiative']",0.0006083860816147215,417.20899253295664,3,0.3123687970317462,0.0,0.00035201781258570666
692,692,15,Master,0.958490566037736,0.5,0.825,3,0.6599999999999999,0.6267462809917355,0.6803729409012942,"['communication', 'organization', 'initiative']",0.0008052289836680917,331.06717829925407,2,0.19109325456527546,0.0,0.00022784742207728636
896,896,33,Bachelor,0.9738617200674536,0.7,0.5,3,0.6,0.7427451023552718,0.6802097027133269,"['communication', 'leadership', 'organization']",0.0008974520857585593,33.295352980093895,6,0.43553917867597874,0.0,2.2383649680684832e-05
329,329,40,Bachelor,0.971830985915493,1.0,0.37,2,0.56,0.7381304430863254,0.6796222315174469,"['leadership', 'organization']",0.0015950416720388683,114.34342607217268,6,0.44454119710359985,0.0,7.845772919892865e-05
955,955,10,Master,0.974694589877836,0.8,0.5,3,0.6599999999999999,0.6262304830001459,0.6793386038878273,"['leadership', 'time management', 'customer service']",0.0012035450382022709,293.42213571866796,2,0.1386507933565582,0.0,0.00014652064923583293
30,30,20,Master,0.9686369119420988,0.9,0.4275,1,0.58,0.7232104978354978,0.6785768405448591,['interpersonal skills'],0.0017710947901739878,14.53567787864034,5,0.2801346537762351,0.0,7.333712939410365e-06
521,521,13,Master,0.9532967032967032,0.9,0.6799999999999999,7,0.82,0.3222293585202676,0.6779984778857506,"['communication', 'leadership', 'time management', 'organization', 'customer service', 'critical thinking', 'initiative']",0.0007727687623544433,36.472832701121746,3,0.2509610881561506,0.0,2.4724677857795783e-05
