ID,Role,Resume_Skills,Skill_Match_Score,Years_of_Experience,Education_Level,Sentiment_Score,Potential_Spelling_Issues,Keywords,Technical_CV_Score,Managerial_CV_Score,Overall_CV_Score
944,Analyst,"['microeconomics, macroeconomics', 'economics', 'sat', 'urban economics', 'writing 730 interests sigma nu fraternity', 'leadership', 'psychology economics markets', 'team', 'the monday life implemented', 'created', 'management duke university', 'genstar capital', 'evertec', 'skills microsoft office', 'multivariable calculus', 'oversaw', 'state psychology economics markets', 'intercultural interactions', 'state evaluated', 'business, cross cultural management, business ethics', 'financial accounting', 'intern company name', 'communication', 'spanish professional experience 07/2015 investment banking summer analyst company name', 'management graduated cum laude', 'strategic additional information leadership', 'microsoft office', 'tmt', 'aquiline capital partners aided', 'select transaction experience sale of ascensus, inc.', 'duke university hospital']",0.2,50.0,Other,0.038603294853294855,100,"['skills', '2015', 'company', 'ï¼', 'state', 'financial', 'potential', 'assisted', 'team', '2013', '2016', 'economics', 'management', 'spring', 'reading', 'inaugural', '000', 'mental', 'health', 'autism']",0.03132892016501394,0.5746726242827813,0.03732251311112204
39,Manager,"['first level officer comerica bank', 'banking center', 'leadership', 'human resource management-central michigan university graduate program', 'manchester area chamber of commerce activity committee', 'coach', 'home security of america', 'lake regional-board', 'manchester area', 'michigan market', 'lansing board of realtors', 'organizational dynamics and human behavior-central michigan university', 'mentor, office', 'statewide for comerica bank', 'science michigan state university skills accounting', 'professional affiliations brooklyn irish hills chamber', 'accounting-jackson college', 'manchester chicken broil event volunteer', 'statistics', 'western wayne board of realtors', 'organizational', 'life insurance', 'current banking center', 'communication', 'michigan board of realtors', 'financial, human resource', '01/2011 banking center', 'name develop', 'co-chair', 'michigan regional', 'personal bankers', 'oakland board of realtors', 'dimes- comerica bank team', 'comerica bank', 'michigan real estate', 'problem-solving', 'banking centers']",0.2,47.0,Bachelor,0.11666666666666665,205,"['banking', 'center', 'manager', 'assistant', 'team', 'coach', 'employees', 'skills', 'sales', 'comerica', 'bank', 'michigan', '2011', '2012', '01', 'management', 'development', 'program', 'customer', 'board']",0.03020078764470879,0.6388849147126392,0.03701455332680249
73,Sales Representative,"['state partners', 'bachelor of business administration', 'microsoft office', 'j-vibe online magazine developed', 'powerpoint', 'excel', 'cpr', 'educational projects fall 2015', 'c.t. bauer college of business ï¼\u200b city', 'skills', 'gpa', 'communication', 'state organized']",0.2,46.0,Bachelor,0.11358080808080807,106,"['representative', 'microsoft', '2015', 'company', 'city', 'state', 'organized', '2014', 'business', 'dean', 'list', 'spring', 'hcc', '2013', 'fall', 'activities', '2009', 'alief', 'students', 'parks']",0.029287940379543766,0.6041341977102347,0.035671348997580905
658,Unknown Role,"['sat', 'healthcare', 'eastern michigan university - city', 'ge', 'state performed', 'glucose', 'american society of clinical pathology', 'health services administration coursework in business management coursework', 'affiliations american society for clinical laboratory science', 'hickman, picc', 'state health administration coursework', 'budget', 'ua', 'pt-inr', 'broviac', 'cvl', 'ekg machine', 'business coursework in human resources management', 'state coursework in health services administration coursework', 'state', 'business coursework in human resources management and accounting', 'healthcare administration coursework in health services administration', 'health services administration', 'schoolcraft college - city', 'strategic', 'state conducted', 'communication', 'skills strong', 'ekg', 'ct', 'university of southern indiana', 'cvc', 'the abl800 flex', 'work history healthcare administration intern', 'scholarship coursework in community health coursework in health services administration coursework', 'cub scouts of america', 'business coursework in human resources management and accounting associate of art', 'mac', 'lean', 'american heart association', 'quality department']",0.2,48.0,Master,0.08333333333333333,222,"['administration', 'health', 'care', 'staff', 'planning', 'city', 'state', 'including', 'guidelines', 'department', 'goals', 'objectives', 'services', 'results', 'blood', 'tests', 'maintained', 'laboratory', 'patient', 'coursework']",0.029456582054754304,0.5259659325518946,0.034852242691602524
272,Manager,"['additional information corporate citizenship/certifications awards horizon award recipient', 'leadership', 'clerical', 'excel', 'grand rapids leadership program', 'present additional information', 'customer service', 'core competencies human capital planning employee engagement change leadership project management hiring', 'microsoft powerpoint', 'microsoft', 'project management', 'regional managers', 'teach a child to save classroom initiative united way donations captain', 'state management driving', 'talent review', 'microsoft access', 'kalamazoo & grcc community college university of phoenix bsbm : business management business management interests project search', 'communication', 'perioperative', 'microsoft office', 'skills administrative', 'sharepoint', 'bank donations committee chair', 'performance, development, engagement', 'deposition simplification ocm core team - hr project', 'human resources']",0.2,44.0,Other,0.0,143,"['hr', 'business', 'skills', 'employee', 'engagement', 'project', 'management', 'training', 'development', 'excel', 'organizational', 'store', 'staff', 'customer', 'collections', 'search', 'bank', 'committee', 'volunteer', 'microsoft']",0.028296296188077854,0.5485404375603193,0.033987068806478844
869,Administrator,"['microsoft', 'north carolina community college grants', 'banner', 'current company name', 'state business administration finance management information systems affiliations', 'financial', 'southern association of student financial aid administrators', 'student services specialist/financial aid', 'customer service budget management business analysis problem resolution productivity improvements process enhancements training documentation planning/organization professional experience financial aid specialist', 'ellucian', 'north carolina association of student financial aid administrators', 'communication', 'national association of student financial aid administrators']",0.2,40.0,Bachelor,0.2333333333333333,121,"['financial', 'aid', 'business', 'customer', 'service', 'problem', 'student', 'information', 'systems', 'management', 'analysis', 'january', 'ï¼', 'state', 'processes', 'federal', 'data', 'reconciles', '2010', 'association']",0.026375108414040956,0.663503925576682,0.033533416099453456
524,Manager,"['key proficiencies personnel management leadership management', 'leadership', 'ms sql', 'business analysis', 'business intelligence', 'sap bo', 'sql', 'experienced information technology', 'information systems software administrator', 'crm', 'project management', 'financial', 'sap bw', 'business objects', 'state', 'user training', 'erp', 'personnel management', 'project management business intelligence communications business analysis report development/ analysis user relations/user training development superior microsoft office', 'university management general studies 2007 university of phoenix general studies', 'communication', 'data analysis', 'bi', 'microsoft office', 'sharepoint', 'denmark high school general studies professional affiliations girl scouts of america - troop', 'bi program', 'dba', 'oracle', 'allouez traffic and safety committee']",0.6,25.0,Master,0.47500000000000003,171,"['technology', 'manager', 'management', 'business', 'needs', 'reporting', 'systems', 'project', 'personnel', 'user', 'redesign', 'including', 'data', 'architecture', 'sharepoint', 'company', 'managed', 'time', 'budget', 'software']",0.02312775533736755,0.870498896943012,0.03292652285114167
843,Teacher,"['prompted &', 'mi skills', 'state designed &', 'certificate', 'additional information community living support person moka western', 'mi personal information community living support person moka western', 'arts', 'conducted', 'critical thinking', 'cps', 'state formulated', 'general psychology human development', 'gpa', 'state', 'volunteer', 'psy-305', 'general psychology human development depaul university', 'the arts project', 'cbt', 'dbt', 'mentor supervision team leader & supervisor city', 'state developed', 'international business', 'stress reduction) produced & administered usability']",0.0,43.4,Master,0.18333333333333335,145,"['arts', '2014', 'city', 'state', 'skills', '2012', 'mentors', 'youth', 'training', 'mentor', 'mentoring', 'academic', 'present', 'psychology', 'gpa', 'development', 'volunteer', 'mi', 'personal', 'living']",0.025458289166339926,0.5520812644340316,0.031218901546152224
849,Teacher,"['summary innovative', 'personnel', 'skills administrative management, problem solving', 'city seniors social club', 'leadership', 'judaism', 'highlights trend', 'state planned', 'customer service', 'lang college scholarship', 'recognition', 'critical thinking', 'university of massachusetts amherst', '2nd grade sunday school', 'influence', 'the new school for liberal arts ï¼\u200b city', 'time management', 'gpa', 'coffee in-store location', 'state', 'cashier', 'state computed', 'state recruit', 'an energetic recruiter', 'communication', 'state explained', 'new school jewish student union', 'old navy credit card', 'apparel', 'human resources']",0.2,37.9,Bachelor,0.1,127,"['skills', 'employee', '2015', 'company', 'ï¼', 'city', 'state', 'maintained', 'cash', 'credit', 'customer', '2011', 'incoming', 'maintaining', 'student', 'gpa', 'dean', 'awarded', 'academic', 'scholarship']",0.024295044075810106,0.516762038928139,0.029620346804281442
6,Unknown Role,"['special education legal clinics', 'state wrote', 'state researched', 'leadership', 'state organizational communication nonprofit management interests board', 'nclr', 'facilitated', 'xicana mamihood & activism: responses to violence', 'the emotional aspects of working with parents of children', 'communities', 'community organizer/founder', 'council of attorneys,', 'koop social justice program', 'board', 'koop radio', 'attend ipp', 'community now', 'austin monthly magazine', 'advisory committee & bilingual committee', '100k', 'state trained', 'ca', 'affecting your community', 'civil rights perspective', 'community involvement board', 'il', 'century motherhood movement', 'social justice', 'communication', 'state civil rights and', 'march of dimes program services', ""university people's college of law city"", 'state developed', 'organizational communication nonprofit management', 'iep', 'collaborated', 'organized']",0.2,40.0,Associate,0.042261904761904764,218,"['01', 'city', 'state', 'rights', 'disability', 'issues', 'member', 'training', 'special', 'education', '2009', 'community', 'parents', '2008', 'families', 'current', 'board', 'radio', '2005', 'committee']",0.02473796427848895,0.44308612263631286,0.029129767134849716
537,Marketing Specialist,"['skills â€¢problem', 'activities awards and activities:', 'leadership', 'club connect team', 'communication', 'state contact', 'time management', 'state']",0.2,18.0,Other,0.15000000000000002,53,"['customer', 'company', 'city', 'state', 'september', 'calls', 'provide', 'information', 'service', 'product', 'august', '2015', 'children', 'activities', 'play', 'planned', 'potential', 'students', 'campus', 'scholarship']",0.018405999423698857,0.8431461188406958,0.027901524109133085
419,Manager,"['overlook hospital', 'emt', 'leadership', 'first aid', 'emergency medical technician', 'teamwork', 'summit', 'attending', 'newman catholic club union county college cranford', 'martial arts instructor', 'rutgers university', 'first aid squad', 'time management', 'modern political theory', 'state', 'american politics & policy: social justice', 'the american heart association', 'syrorun 5k committee', 'mailbox', 'cpr', 'squad', 'nj responsible', 'newman catholic club', 'usa activities and societies: medical careers club', 'cpr certified', 'time management community service emergency medical technician', 'communication', ""opening macy's"", 'peer mediation political science and entrepreneurship rutgers university', 'american politics & policy: communication skills for political leadership', 'experienced', 'completed emergency medical', 'microsoft office', 'nj 07902 skills political communication', 'current company name', 'the state of new jersey reporting', 'the office of student life volunteer emt']",0.2,47.0,Master,0.0,189,"['july', 'company', 'ï¼', 'city', 'state', 'emergency', 'medical', 'providing', 'crew', 'responsible', 'care', 'patient', 'hospital', 'sheet', 'shift', 'transport', 'dispatch', 'able', 'training', 'club']",0.02585841290253279,0.24170982395857898,0.02769950652767572
286,Accountant,"['microsoft dynamics', 'ifasb', 'state prepare', 'state', 'corporate', 'certified public accountant', 'poilcy', 'miriam college foundation inc', 'compensation', 'peach tree accounting', 'pipca', 'microsoft office', 'analytical', 'process', 'core qualifications general', 'philippines accountancy professional affiliations philippine institute of certified public accountants', 'present skills accounting', 'oracle financials', 'board of directors']",0.0,24.0,Bachelor,0.0,136,"['accounting', 'payroll', 'tax', 'budget', 'financial', 'statement', 'team', 'company', 'ï¼', 'city', 'manage', 'accounts', 'cash', 'reviews', 'ensures', 'reports', 'prepares', 'flow', 'approval', 'handles']",0.019776560567425716,0.7153604569968295,0.02764765470570705
643,Manager,"['singapore & south korea', 'state company name', 'leadership', 'associates', 'financial modeling', ""society of '91"", 'gpa', 'ridgewood high school basketball team 2005-2006 skills', 'student leadership program interests additional information', 'state', 'venture capital', 'corporate finance', 'economics, equity, financial, financial accounting', 'managerial accounting', 'state worked', 'student leadership program', 'their prime brokerage service', 'â€¢ substantial', 'rush committee', 'hampden-sydney college 2010 bachelor of arts : economics and commerce city', 'social committee', 'managerial, managing,', 'lcg primeview']",0.0,32.0,Bachelor,0.0,69,"['sales', 'intern', 'management', 'experience', 'business', 'company', 'july', 'city', 'state', 'directly', 'senior', 'managing', 'directors', 'associates', 'assets', 'shape', 'pitches', 'member', 'committee', 'financial']",0.020950580970341182,0.5481099962132838,0.02670105812273139
223,Administrator,"['forest avenue magnet school-parent coordinator', 'leadership', 'state verified that information', 'state planned', 'education computer information system business management alabama state university city', 'group exercise fitness instructor background', 'e-mail management community service premarital counselor', 'critical thinking', 'management community outreach budget development creative problem solving public relation critical thinking experience', 'state computer skills technologically', 'completed', 'state', 'state instruct', 'nursery', 'demonstrate', 'advertising excellent research skills accountability team building staff', 'ministry coordinator', 'state information processing', 'parent coordinator', 'bachelor of science : business management huntingdon college city', '2012 - current) board', 'current company name city']",0.0,26.0,Master,0.3,57,"['group', 'exercise', 'community', 'program', 'staff', 'development', 'management', 'current', 'company', 'city', 'state', 'information', 'tax', '2008', 'ministry', 'data', 'true', 'divine', 'baptist', 'church']",0.018212798824334766,0.7078415907645437,0.0260028931630189
330,Manager,"['cms', 'healthcare', 'skills accounting', 'project management, quality, quality assurance', 'starfish application', 'critical', 'state master of health administration', 'project management', 'critical thinking', 'activities and honors american health information management association', 'commercial', 'coding', 'state business administration and management information systems bachelor of science degree business administration and management information systems', 'medicaid', 'state', 'certified health information technology -implementation', 'state healthcare claims', 'training 2016 university of saint francis city', 'state health systems', 'cpt', 'vendor management', 'communication', 'medicare', 'current procedural terminology', 'data analysis', 'microsoft office', 'icd-9, insurance', 'pfeiffer university city', 'international classification of diseases(icd-9', 'motivation', 'financial, health information technology', 'state academic resource specialist ii', 'analyzed insurance data', 'ahima']",0.4,12.0,Master,0.04,143,"['health', 'systems', 'analyst', 'healthcare', 'business', 'experience', 'performance', 'self', 'city', 'state', 'management', 'information', 'claims', 'january', 'company', 'billing', 'reporting', 'support', 'workflow', 'efficiency']",0.016821098109467286,0.7811104694642151,0.02554796967095602
822,Manager,"['bilingual usage', 'ca 2015 community', 'overall gpa 3.8 national honors society', 'leuzinger high school ï¼\u200b city', 'community service spark - los angeles', 'simple', 'gpa', 'time management', 'state', 'grade 4', 'gapcards', 'gap rolling', 'state psychology and communication majorhonors psychology society mentor and tutor', 'time', 'national honors society', 'communication', 'customer', 'advancement via individual determination', 'ca - 2011', 'california state university']",0.2,20.0,Bachelor,0.0,102,"['grade', 'customer', 'brand', 'work', 'service', 'customers', 'communication', 'management', '2015', 'company', 'ï¼', 'city', 'state', 'store', 'informed', 'sales', 'team', '2011', '12', 'psychology']",0.018149398056760226,0.6740305051856588,0.025513458549570243
993,Manager,"['leadership', 'history diablo valley college', 'state planned', 'accomplishments reduced', 'sql', 'project management', 'schedule', 'nyse-sf', 'nyse-amex', 'oct 2007 company name', 'business continuity institute', 'nyse', 'san franciscoâ sr', 'doj', 'nyse annual community', 'the amex trading floor-ny', 'usa pursued ba', 'highlights customer', 'securities and exchange commission', '-manager -options trading services', 'nyse amex ny', 'the american stock exchange', 'kronos excel', 'economics / spanish los medanos collage', 'sec', 'associate of arts', 'microsoft office', 'nyse regulation', 'finra', 'finra floor', 'â reviewed', 'current company name', 'director - options trading services', 'nyse sf', 'usa languages spanish- fluent']",0.2,20.0,Bachelor,-0.025714285714285714,135,"['operations', 'director', 'financial', 'management', 'customer', 'audit', 'staff', 'trading', 'floor', 'new', 'business', 'nyse', 'sf', 'employee', 'procedures', 'company', 'ï¼', 'city', 'state', 'options']",0.018048234715065538,0.6537276263358568,0.025157029876172587
122,Sales Representative,"['gl, government', 'prepared', 'financial statement preparation', 'business administration business administration', 'accounting accounting university', 'gl', 'professional experience', 'ap', 'state business administration accounting certificate', 'state', 'certified public accountant', 'erp', 'ar', 'state supported', 'u.s. government', 'additional information volunteer service', ""highlights accounts receivable/payable master's"", 'sec responsible', 'assisted', 'communication', 'accounts receivable', 'ar, attention', 'detail microsoft office', 'skills account reconciliations', 'microsoft office', 'b.s :', 'state responsible', 'calculate', 'microsoft windows', 'm.s :', 'prepare']",0.2,26.0,Master,0.0,133,"['accountant', 'business', 'accounting', 'tax', 'preparation', 'general', 'ledger', 'sales', 'reporting', 'financial', 'microsoft', 'city', 'state', 'responsible', 'multiple', 'monthly', 'clients', 'prepared', 'boy', 'chair']",0.019276209700757444,0.531902191589692,0.024837039105778547
649,Unknown Role,"['critical thinking', 'advocate south suburban hospital', 'healthcare administration', 'state university', 'motivation', 'solution development impressive', 'critical', 'bachelor of health administration : health administration city', 'professional experience company', 'shcma, governors state university', 'cultural', 'cme', 'communication', 'state', 'confident', 'intern professional summary client negotiation and mediation']",0.2,12.0,Bachelor,0.07777777777777778,102,"['professional', 'client', 'negotiation', 'skills', 'building', 'strong', 'staff', 'community', 'state', 'city', '2014', 'health', 'administration', 'government', 'company', 'maintained', 'credentialing', 'relationships', 'care', 'january']",0.015514619042503374,0.8119550817886405,0.024642243226170642
826,Manager,"['district curriculum planning committee', 'instructor, team building', 'leadership', 'facilitated', 'vision planning', 'â â', 'administrative, branding, budget management', 'exceed program implemented', 'young nonprofit professionals network', 'phoenix chamber of commerce', 'conversational italian skills academic,', 'spanish department representative', 'strategic planning', 'websiteadditional information extensive', 'arizona state university', 'quick', 'liaison for junior board', 'grade spanish high school placement test girl power club', 'teacher/language arts', 'specialist professional profile dynamic', 'the exceed mentoring program trained', 'collaborate', 'programming, recruitment, relationship building, scheduling', 'developed', 'dps fingerprint clearance', 'sean covey volunteered', 'customer service skills', 'strategic plan', 'osha', 'newsletter', 'communication', 'data analysis', 'pe department', 'microsoft office', 'arizona nonprofit association', 'state developed', 'microsoft office suite', 'state rigorous', 'discover your future program', 'internships', 'lincoln', 'develop']",0.4,31.0,Bachelor,0.16056770233985423,133,"['community', 'outreach', 'leadership', 'skills', 'student', 'training', 'new', 'high', 'management', 'spanish', 'including', 'education', 'program', 'ï¼', 'city', 'state', 'mentor', 'events', 'school', 'planning']",0.02025067879440571,0.37807938623345216,0.023862078010410865
681,Manager,"['huntington ingalls industries', 'nas patuxent river', 'home safety program', 'tidewater tech school of welding', 'identify', 'bringingâ', 'the work center control representative for weapons department', 'navy publications', 'the united states navy', 'â performs', 'the ship safety petty officer', 'skills shielded metal arc weld', 'the uss carl vinson (cvn 70', 'state', 'athletics', 'the navy occupation safety and health (navosh) program', 'current outside machinist company name', 'â administrative, inspection, inventory', 'test equipment', 'traffic safety program', 'iaw', 'navy']",0.0,14.0,Associate,0.0,169,"['aâ', 'carrier', 'position', 'work', 'experience', 'administrative', '2012', 'machinery', 'equipment', 'weapons', 'precision', 'assigned', 'toâ', 'navy', 'maintaining', 'january', 'program', 'safety', 'june', 'september']",0.014729847859620155,0.7513751328536786,0.02310009069893679
444,Engineer,"['state maintained', 'ms office', 'hazmat', 'leadership', 'logistics supply specialist company name', '03/2015 material control specialist company name coordinate', 'dfim', 'six sigma villanova university', 'united states marine corps', 'marine corps aviation logistics', 'ca aviation supply', 'skills inventory management process improvement', 'state', 'logistics', 'state 2003 aviation logistics navy', 'highlights ms office', 'lean villanova university', 'nalcomis', 'bsi', 'staffing, documentation,', 'communication', 'comprehensive large array data stewardship system', 'cost point', '01/2011 aviation supply specialist company name', 'skills inventory', 'asset management', 'inventory records', 'program managers']",0.2,9.0,Master,0.125,141,"['specialist', 'experience', 'logistics', 'supply', 'support', 'inventory', 'customer', 'management', 'training', 'company', 'materials', 'documentation', '01', 'ï¼', 'city', 'state', 'assets', 'processed', 'requirements', 'aviation']",0.013823914866787275,0.8171550216391557,0.023032138630250706
