ID,ID,Years_of_Experience,Education_Level,Spell_Check_Ratio,Section_Score,Brevity_Score,Skill_Count,Technical_Score,Managerial_Score,Overall_Score,Extracted_Skills
482,482,37,Bachelor,0.9688311688311688,0.7,0.575,6,0.72,0.781286525974026,0.7467690746753246,"['communication', 'leadership', 'time management', 'creativity', 'customer service', 'initiative']"
572,572,22,Bachelor,0.9677033492822966,0.8,0.41000000000000003,7,0.76,0.749591188381511,0.746647691442683,"['communication', 'leadership', 'time management', 'adaptability', 'organization', 'critical thinking', 'initiative']"
880,880,17,Bachelor,0.9631901840490797,1.0,0.87,3,0.6,0.7435513114336644,0.7463844118350074,"['communication', 'leadership', 'customer service']"
683,683,10,Master,0.9696629213483146,1.0,0.275,7,0.82,0.6462238975713552,0.746333461406238,"['leadership', 'organization', 'attention to detail', 'customer service', 'decision making', 'flexibility', 'reliability']"
829,829,13,Bachelor,0.9647779479326187,0.8,0.8674999999999999,5,0.6799999999999999,0.702586186540732,0.7460036507554815,"['communication', 'leadership', 'organization', 'customer service', 'flexibility']"
688,688,10,Master,0.9598540145985401,1.0,0.44499999999999995,6,0.78,0.6405738636363636,0.7446575605507632,"['communication', 'time management', 'organization', 'attention to detail', 'customer service', 'interpersonal skills']"
350,350,10,Master,0.9797979797979798,0.8,0.7675,5,0.74,0.6371814893966793,0.7418842447988018,"['time management', 'organization', 'attention to detail', 'customer service', 'initiative']"
520,520,27,Bachelor,0.9543726235741445,0.8,0.5,6,0.72,0.7583898363541222,0.7409542132636511,"['communication', 'leadership', 'organization', 'attention to detail', 'decision making', 'interpersonal skills']"
824,824,11,Master,0.9749670619235836,0.7,0.6025,6,0.78,0.6631595365418894,0.7386945671549252,"['communication', 'time management', 'organization', 'attention to detail', 'customer service', 'interpersonal skills']"
232,232,16,Associate,0.9612842304060434,1.0,0.5,6,0.66,0.7590533395176253,0.737844424895892,"['communication', 'leadership', 'customer service', 'multitasking', 'initiative', 'reliability']"
901,901,12,Master,0.9621542940320232,0.6,0.7825,5,0.74,0.6877103174603174,0.7367785246412974,"['communication', 'time management', 'analytical skills', 'organization', 'reliability']"
300,300,17,Master,0.9824945295404814,1.0,0.21499999999999997,5,0.74,0.736105671672078,0.7365811544556715,"['communication', 'leadership', 'organization', 'flexibility', 'initiative']"
126,126,14,Master,0.9596273291925466,1.0,0.89,8,0.8600000000000001,0.355891205118411,0.735730094454778,"['communication', 'leadership', 'time management', 'organization', 'attention to detail', 'customer service', 'decision making', 'interpersonal skills']"
473,473,14,Master,0.9692923898531375,1.0,0.6275,3,0.6599999999999999,0.7031487493987494,0.7346238638049385,"['leadership', 'organization', 'initiative']"
994,994,33,Bachelor,0.9436392914653784,0.8,0.9475,3,0.6,0.7506067140406762,0.7342959433587407,"['communication', 'leadership', 'organization']"
899,899,19,Associate,0.981994459833795,0.9,0.6950000000000001,7,0.7,0.6435701762523192,0.7307704988590753,"['communication', 'leadership', 'time management', 'organization', 'customer service', 'interpersonal skills', 'multitasking']"
119,119,27,Bachelor,0.935483870967742,0.9,0.5,5,0.6799999999999999,0.7500331777597402,0.7305583404246963,"['communication', 'teamwork', 'leadership', 'customer service', 'initiative']"
514,514,21,Bachelor,0.9534591194968554,0.8,0.5125,5,0.6799999999999999,0.7590903854210306,0.7263230275759947,"['communication', 'leadership', 'organization', 'customer service', 'initiative']"
171,171,9,Associate,0.9644012944983819,0.8,0.955,6,0.63,0.6676952479338842,0.7242487038300034,"['communication', 'leadership', 'analytical skills', 'organization', 'attention to detail', 'customer service']"
795,795,19,Bachelor,0.9735553379040157,0.8,0.5,5,0.6799999999999999,0.7479799367299367,0.7237495148093825,"['communication', 'leadership', 'organization', 'customer service', 'interpersonal skills']"
283,283,32,Associate,0.9760765550239234,0.9,0.9325,3,0.54,0.7526053215077606,0.7226392519547205,"['communication', 'organization', 'customer service']"
800,800,15,Master,0.9791666666666666,0.9,0.5,3,0.6599999999999999,0.7353080310494104,0.7225090759814897,"['communication', 'analytical skills', 'organization']"
362,362,20,Bachelor,0.968895800933126,0.8,0.8925,4,0.64,0.6669052795031056,0.7222111639442443,"['communication', 'time management', 'organization', 'customer service']"
581,581,26,Master,0.9877358490566037,0.9,0.5,9,0.9,0.40678437001594897,0.7208088959104451,"['communication', 'leadership', 'problem-solving', 'organization', 'attention to detail', 'customer service', 'critical thinking', 'flexibility', 'initiative']"
318,318,16,Master,0.9454545454545454,0.7,0.875,2,0.62,0.7355708874458875,0.7207167207792208,"['communication', 'customer service']"
439,439,24,PhD,0.9742300439974858,1.0,0.5,8,0.9200000000000002,0.35046146245059284,0.7205614431349265,"['communication', 'leadership', 'organization', 'customer service', 'critical thinking', 'decision making', 'initiative', 'professionalism']"
205,205,15,Master,0.9705215419501134,0.9,0.6025,2,0.62,0.7441717171717173,0.7185536693465265,"['communication', 'organization']"
676,676,25,Master,0.9634146341463414,0.9,0.5,3,0.6599999999999999,0.727052362531086,0.7184571721739599,"['communication', 'leadership', 'organization']"
458,458,14,Master,0.9759336099585062,0.7,0.5,5,0.74,0.6824026901669759,0.7183141680459433,"['teamwork', 'leadership', 'organization', 'decision making', 'initiative']"
93,93,21,Master,0.9782082324455206,0.8,0.43500000000000005,4,0.7,0.7205494505494505,0.7174856584093872,"['communication', 'leadership', 'organization', 'initiative']"
224,224,19,Master,0.9780876494023905,1.0,0.5,2,0.62,0.73875,0.717433764940239,"['leadership', 'organization']"
169,169,16,Master,0.9411764705882353,0.8,0.5449999999999999,3,0.6599999999999999,0.7472474747474748,0.7167918894830658,"['communication', 'organization', 'reliability']"
444,444,15,Master,0.9574829931972789,0.7,0.97,8,0.8600000000000001,0.360781512605042,0.7149827531012405,"['communication', 'leadership', 'organization', 'customer service', 'decision making', 'interpersonal skills', 'flexibility', 'initiative']"
983,983,15,Master,0.9788980070339977,0.6,0.36750000000000005,5,0.74,0.7448735147830893,0.7141018551383265,"['communication', 'organization', 'customer service', 'critical thinking', 'interpersonal skills']"
858,858,26,Master,0.9486899563318777,1.0,0.20999999999999996,4,0.7,0.7255312868949233,0.7135283817016647,"['communication', 'leadership', 'organization', 'decision making']"
651,651,19,Bachelor,0.9763406940063092,0.7,0.915,3,0.6,0.7140253654188948,0.7133416790262993,"['communication', 'leadership', 'attention to detail']"
220,220,14,Bachelor,0.9747327502429544,1.0,0.5,4,0.64,0.6991818181818181,0.7132278204788409,"['communication', 'leadership', 'organization', 'initiative']"
712,712,11,Bachelor,0.9839181286549707,1.0,0.79,3,0.6,0.6520887878787879,0.7130184492291334,"['communication', 'leadership', 'organization']"
942,942,23,Bachelor,0.955944055944056,1.0,0.5,3,0.6,0.7562954163483575,0.7124830304989128,"['communication', 'organization', 'customer service']"
897,897,13,Master,0.9649859943977591,0.9,0.7150000000000001,2,0.62,0.6881495867768594,0.7124434754728337,"['leadership', 'organization']"
262,262,36,Master,0.9577294685990339,0.8,0.43000000000000005,4,0.7,0.7112436974789916,0.7121460561036008,"['communication', 'organization', 'attention to detail', 'interpersonal skills']"
475,475,26,Bachelor,0.988835725677831,0.9,0.9325,1,0.52,0.7368607142857143,0.7111917868534974,['attention to detail']
366,366,10,Master,0.9755244755244755,0.7,0.355,6,0.78,0.6431421417565485,0.7079950900794122,"['communication', 'organization', 'attention to detail', 'customer service', 'critical thinking', 'initiative']"
125,125,27,Associate,0.9757194244604317,0.9,0.5,5,0.62,0.7387116620752985,0.7071854410686327,"['communication', 'leadership', 'organization', 'customer service', 'initiative']"
589,589,12,Associate,0.9724473257698542,0.8,0.9575,4,0.5800000000000001,0.6732368421052631,0.7069657852085645,"['communication', 'time management', 'organization', 'customer service']"
150,150,15,Master,0.9618794326241135,0.9,0.5,5,0.74,0.5818581124355098,0.7067453769930643,"['leadership', 'time management', 'organization', 'customer service', 'initiative']"
75,75,20,Master,0.9757033248081841,0.8,0.5449999999999999,2,0.62,0.7512768947470441,0.7054534009049316,"['communication', 'organization']"
928,928,28,Master,0.9472502805836139,0.9,0.27249999999999996,4,0.7,0.7096550324675325,0.7048715377986211,"['communication', 'leadership', 'organization', 'initiative']"
756,756,11,Master,0.9781609195402299,0.9,0.32499999999999996,4,0.7,0.6797360094451004,0.7042368947875531,"['communication', 'organization', 'customer service', 'initiative']"
133,133,14,Bachelor,0.9704236610711431,1.0,0.5,4,0.64,0.6703711611917493,0.704153714464639,"['communication', 'leadership', 'critical thinking', 'initiative']"
952,952,17,Associate,0.9869186046511628,0.9,0.78,3,0.54,0.7354053111068037,0.7033134537971575,"['leadership', 'time management', 'organization']"
776,776,21,Master,0.9742173112338858,0.7,0.8575,1,0.58,0.7270605287569574,0.7032898897504757,['organization']
564,564,12,Master,0.9803043867502238,0.7,0.5,4,0.7,0.6773559622195986,0.7012372273409019,"['communication', 'adaptability', 'attention to detail', 'critical thinking']"
384,384,15,Master,0.9699769053117783,0.9,0.33499999999999996,3,0.6599999999999999,0.7224548277809147,0.7012341388654522,"['communication', 'leadership', 'critical thinking']"
152,152,17,Master,0.9608355091383812,0.7,0.585,4,0.7,0.6545098142363965,0.700936495184757,"['communication', 'organization', 'attention to detail', 'customer service']"
636,636,28,Bachelor,0.964735516372796,0.9,0.515,3,0.6,0.7408884340297384,0.7002400818462011,"['communication', 'leadership', 'customer service']"
993,993,24,Bachelor,0.9514824797843666,0.8,0.645,3,0.6,0.733489898989899,0.6996952176754063,"['leadership', 'organization', 'customer service']"
526,526,32,Bachelor,0.9565916398713826,0.9,0.945,5,0.6799999999999999,0.4915516934046346,0.6996246720085286,"['communication', 'time management', 'organization', 'customer service', 'professionalism']"
918,918,29,Master,0.957667731629393,0.8,0.5,4,0.7,0.6446652531142327,0.6991663490972091,"['communication', 'leadership', 'organization', 'initiative']"
496,496,13,Bachelor,0.9648382559774965,1.0,0.7224999999999999,2,0.56,0.6861647352647353,0.6985832461771704,"['communication', 'leadership']"
816,816,22,Associate,0.9693741677762983,1.0,0.6225,6,0.66,0.5818707213838793,0.6977486331927936,"['communication', 'problem-solving', 'organization', 'customer service', 'decision making', 'flexibility']"
251,251,11,Master,0.9726443768996961,1.0,0.03249999999999997,5,0.74,0.6679964826839827,0.6969133824951643,"['communication', 'leadership', 'organization', 'customer service', 'professionalism']"
917,917,10,Associate,0.9629171817058096,0.6,0.47750000000000004,8,0.7400000000000001,0.6554884135472371,0.6966882422347521,"['communication', 'time management', 'organization', 'customer service', 'decision making', 'interpersonal skills', 'multitasking', 'initiative']"
413,413,25,Bachelor,0.9818840579710145,0.9,0.5,3,0.6,0.7270160791589364,0.6962932295447823,"['leadership', 'customer service', 'initiative']"
110,110,13,Master,0.9738988580750407,1.0,0.9675,3,0.6599999999999999,0.45435454545454546,0.6944462494438677,"['communication', 'customer service', 'critical thinking']"
49,49,11,Associate,0.9768875192604006,0.8,0.8775,4,0.5800000000000001,0.6523547077922078,0.6931451642637024,"['communication', 'leadership', 'customer service', 'professionalism']"
186,186,25,Bachelor,0.9857549857549858,0.7,0.5,4,0.64,0.7276511216056671,0.6928708350571987,"['teamwork', 'leadership', 'organization', 'initiative']"
279,279,20,Master,0.9701492537313433,0.6,0.49,4,0.7,0.6890185528756958,0.6927204912358431,"['communication', 'organization', 'interpersonal skills', 'reliability']"
741,741,19,PhD,0.971736204576043,1.0,0.6425000000000001,5,0.8,0.3701814229249012,0.6924780473350747,"['communication', 'organization', 'attention to detail', 'customer service', 'interpersonal skills']"
230,230,22,PhD,0.9814814814814815,0.8,0.5,7,0.8799999999999999,0.3680289256198347,0.6905568258340986,"['communication', 'organization', 'attention to detail', 'customer service', 'decision making', 'interpersonal skills', 'initiative']"
594,594,24,Master,0.9597989949748744,0.9,0.51,7,0.82,0.41573170731707315,0.6896994116926094,"['communication', 'leadership', 'problem-solving', 'time management', 'organization', 'critical thinking', 'initiative']"
4,4,10,PhD,0.950363196125908,0.9,0.43500000000000005,2,0.6799999999999999,0.6295876010781671,0.6894125999360409,"['time management', 'organization']"
139,139,14,Bachelor,0.955868544600939,0.7,0.5,4,0.64,0.7216403162055336,0.688078949321754,"['leadership', 'organization', 'interpersonal skills', 'initiative']"
814,814,11,Bachelor,0.9623824451410659,0.8,0.905,2,0.56,0.6569389204545455,0.6878199206504703,"['communication', 'customer service']"
115,115,20,Associate,0.9693486590038314,0.9,0.5,4,0.5800000000000001,0.7296031442241968,0.6878158091676422,"['communication', 'leadership', 'organization', 'interpersonal skills']"
753,753,17,Master,0.9692982456140351,1.0,0.79,5,0.74,0.38288066378066377,0.6867940236956026,"['leadership', 'organization', 'customer service', 'interpersonal skills', 'initiative']"
289,289,16,Master,0.9813559322033898,0.8,0.975,5,0.74,0.38016216216216214,0.6856842418689877,"['communication', 'leadership', 'time management', 'organization', 'customer service']"
101,101,14,Bachelor,0.9489528795811518,0.8,0.5900000000000001,3,0.6,0.703580303030303,0.684969378867206,"['leadership', 'organization', 'initiative']"
544,544,9,Master,0.9709153122326775,0.8,0.5,4,0.67,0.629024064171123,0.6837987504746047,"['communication', 'organization', 'customer service', 'initiative']"
627,627,12,Master,0.9691516709511568,0.6,0.5549999999999999,3,0.6599999999999999,0.6902233766233766,0.6834821800821286,"['communication', 'teamwork', 'organization']"
987,987,20,Bachelor,0.9646643109540636,0.8,0.5,3,0.6,0.7222332887700535,0.6831364177264224,"['leadership', 'organization', 'initiative']"
731,731,32,Master,0.9515151515151515,0.7,0.025000000000000022,4,0.7,0.7830650826446282,0.6825710399449035,"['communication', 'time management', 'organization', 'customer service']"
838,838,15,Bachelor,0.9664739884393063,0.9,0.3375,3,0.6,0.7397424242424242,0.6823201261166578,"['decision making', 'initiative', 'professionalism']"
229,229,18,Master,0.9808201058201058,1.0,0.5,7,0.82,0.35348107448107446,0.682126332926333,"['communication', 'teamwork', 'leadership', 'organization', 'customer service', 'interpersonal skills', 'initiative']"
692,692,15,Master,0.9584905660377359,0.5,0.825,3,0.6599999999999999,0.6267462809917355,0.6803729409012942,"['communication', 'organization', 'initiative']"
896,896,33,Bachelor,0.9738617200674536,0.7,0.5,3,0.6,0.7427451023552718,0.6802097027133269,"['communication', 'leadership', 'organization']"
329,329,40,Bachelor,0.971830985915493,1.0,0.37,2,0.56,0.7381304430863254,0.6796222315174469,"['leadership', 'organization']"
955,955,10,Master,0.974694589877836,0.8,0.5,3,0.6599999999999999,0.6262304830001459,0.6793386038878273,"['leadership', 'time management', 'customer service']"
30,30,20,Master,0.9686369119420989,0.9,0.4275,1,0.58,0.7232104978354978,0.6785768405448591,['interpersonal skills']
521,521,13,Master,0.9532967032967032,0.9,0.6799999999999999,7,0.82,0.32222935852026763,0.6779984778857506,"['communication', 'leadership', 'time management', 'organization', 'customer service', 'critical thinking', 'initiative']"
490,490,9,Master,0.9616402116402116,0.8,0.61,3,0.63,0.6288808250572957,0.6778282686812098,"['organization', 'customer service', 'multitasking']"
759,759,10,Master,0.9797136038186157,0.9,0.405,3,0.6599999999999999,0.6132065706570657,0.6764333315789812,"['leadership', 'organization', 'professionalism']"
437,437,13,Master,0.9611801242236024,0.7,0.89,0,0.54,0.6843243243243243,0.6764153097196575,[]
914,914,15,Master,0.9642470205850487,0.9,0.1925,2,0.62,0.7418629961587708,0.6762336009061362,"['communication', 'organization']"
535,535,12,Bachelor,0.9716312056737588,0.7,0.7375,2,0.56,0.7023902387934646,0.6756301922054153,"['leadership', 'organization']"
37,37,8,Bachelor,0.9544159544159544,1.0,0.745,4,0.5800000000000001,0.5784922438672438,0.6754892686017686,"['communication', 'organization', 'customer service', 'decision making']"
288,288,15,Master,0.9522388059701492,0.8,0.825,6,0.78,0.350699173553719,0.6749336326631307,"['communication', 'leadership', 'problem-solving', 'creativity', 'organization', 'customer service']"
696,696,8,Bachelor,0.9667994687915007,0.7,0.6174999999999999,6,0.6599999999999999,0.6069233007252488,0.6745069370967247,"['leadership', 'creativity', 'organization', 'customer service', 'decision making', 'flexibility']"
64,64,18,PhD,0.9690402476780186,0.8,0.885,4,0.76,0.34951313131313133,0.6742579641617413,"['communication', 'teamwork', 'organization', 'customer service']"
36,36,8,Associate,0.9697841726618706,0.8,0.7625,6,0.6,0.6015177272727273,0.6736837354480052,"['leadership', 'time management', 'organization', 'customer service', 'interpersonal skills', 'initiative']"
709,709,10,Master,0.9596723377441714,0.7,0.5,3,0.6599999999999999,0.644846884999059,0.6734212992741349,"['leadership', 'organization', 'initiative']"
8,8,14,Master,0.9796355841371919,0.9,0.16749999999999998,2,0.62,0.7344765948337377,0.6730565368638405,"['time management', 'critical thinking']"
302,302,12,Master,0.9823204419889503,0.7,0.23750000000000004,4,0.7,0.6684813543599257,0.6725264505068727,"['communication', 'leadership', 'organization', 'initiative']"
140,140,25,Master,0.9555236728837877,1.0,0.7575000000000001,5,0.74,0.3460841836734694,0.6711276223904196,"['communication', 'time management', 'organization', 'customer service', 'interpersonal skills']"
934,934,25,Master,0.945141065830721,0.9,0.905,5,0.74,0.3286389919604205,0.6696058041711983,"['communication', 'teamwork', 'leadership', 'customer service', 'initiative']"
307,307,24,Bachelor,0.970164609053498,1.0,0.06999999999999995,5,0.6799999999999999,0.6396630061115356,0.6679153627388104,"['communication', 'teamwork', 'leadership', 'organization', 'initiative']"
571,571,10,Associate,0.9697802197802198,0.8,0.6799999999999999,4,0.5800000000000001,0.634661995898838,0.6673766207476735,"['communication', 'organization', 'customer service', 'initiative']"
378,378,8,Master,0.9814285714285714,0.7,0.75,3,0.6,0.6115732838589982,0.6666148423005566,"['communication', 'organization', 'customer service']"
142,142,18,Bachelor,0.9678188319427891,0.8,0.40249999999999997,9,0.8400000000000001,0.3782495225362872,0.6665067399551651,"['communication', 'leadership', 'time management', 'organization', 'attention to detail', 'customer service', 'decision making', 'interpersonal skills', 'initiative']"
850,850,13,Master,0.950792326939116,0.7,0.5,2,0.62,0.677388863121006,0.6662958916302134,"['time management', 'organization']"
98,98,36,Associate,0.9826338639652678,0.6,0.7725,10,0.82,0.34193582887700535,0.6660941350596283,"['communication', 'time management', 'adaptability', 'organization', 'attention to detail', 'customer service', 'critical thinking', 'interpersonal skills', 'multitasking', 'initiative']"
380,380,30,Bachelor,0.904,0.7,0.625,2,0.56,0.7303371212121212,0.6660011363636364,"['leadership', 'organization']"
485,485,28,Bachelor,0.9573033707865168,1.0,0.275,2,0.56,0.7266513157894736,0.6652257318154938,"['leadership', 'organization']"
301,301,18,Bachelor,0.981081081081081,0.8,0.65,1,0.52,0.712795615731786,0.6649467928276439,['leadership']
339,339,9,Master,0.9692058346839546,0.6,0.5,4,0.67,0.6330091745375837,0.6648233358296706,"['communication', 'leadership', 'organization', 'initiative']"
591,591,10,Master,0.9680232558139534,1.0,0.78,6,0.78,0.2592551020408163,0.6645788561936403,"['communication', 'leadership', 'problem-solving', 'time management', 'organization', 'critical thinking']"
598,598,26,Master,0.966626936829559,0.7,0.40249999999999997,8,0.8600000000000001,0.37633687258687254,0.6638137554590178,"['communication', 'time management', 'adaptability', 'organization', 'attention to detail', 'customer service', 'flexibility', 'initiative']"
315,315,7,Bachelor,0.9786910197869102,1.0,0.8575,3,0.51,0.5846949433545179,0.6630275849850464,"['time management', 'customer service', 'professionalism']"
888,888,17,Master,0.9456896551724138,0.7,0.5,2,0.62,0.667424392998306,0.6627962834167331,"['communication', 'customer service']"
248,248,16,Associate,0.9813471502590674,0.8,0.08750000000000002,5,0.62,0.7589011741682975,0.662555067276396,"['communication', 'leadership', 'organization', 'customer service', 'interpersonal skills']"
116,116,12,Master,0.971976401179941,0.7,0.8049999999999999,7,0.82,0.2875437392795883,0.6619607619018706,"['communication', 'leadership', 'analytical skills', 'organization', 'customer service', 'interpersonal skills', 'initiative']"
616,616,7,Bachelor,0.9428571428571428,0.7,0.4,8,0.71,0.5776728271728272,0.6615875624375624,"['communication', 'leadership', 'problem-solving', 'time management', 'analytical skills', 'organization', 'customer service', 'interpersonal skills']"
427,427,9,Master,0.9760166840458812,0.8,0.10250000000000004,5,0.71,0.6307191780821918,0.6610674218292456,"['communication', 'leadership', 'creativity', 'customer service', 'interpersonal skills']"
799,799,28,Master,0.971473851030111,0.7,0.9225,5,0.74,0.35164411976911975,0.6608906210337471,"['communication', 'leadership', 'organization', 'customer service', 'initiative']"
796,796,17,Bachelor,0.9701897018970189,0.9,0.655,7,0.76,0.347437987012987,0.6607503662935981,"['communication', 'teamwork', 'leadership', 'time management', 'organization', 'interpersonal skills', 'professionalism']"
264,264,16,Associate,0.9295774647887324,0.9,0.1925,4,0.5800000000000001,0.7526038461538462,0.6599889003250272,"['communication', 'time management', 'customer service', 'interpersonal skills']"
344,344,20,Bachelor,0.9613686534216336,0.8,0.235,6,0.72,0.573218899521531,0.6596025351986226,"['communication', 'teamwork', 'leadership', 'customer service', 'interpersonal skills', 'initiative']"
941,941,12,Bachelor,0.9508928571428571,0.7,0.8200000000000001,8,0.8,0.30614285714285716,0.6589321428571429,"['communication', 'leadership', 'time management', 'organization', 'customer service', 'critical thinking', 'decision making', 'interpersonal skills']"
24,24,15,Bachelor,0.9543094496365524,0.8,0.09250000000000003,4,0.64,0.7273966866466867,0.6588999509576613,"['leadership', 'organization', 'initiative', 'reliability']"
436,436,31,Associate,0.9536489151873767,0.9,0.5,3,0.54,0.6915099706744868,0.6588178827210838,"['leadership', 'time management', 'organization']"
837,837,17,Master,0.9456066945606695,0.8,0.7075,6,0.78,0.3359126984126984,0.6580844789798765,"['teamwork', 'leadership', 'customer service', 'critical thinking', 'flexibility', 'initiative']"
794,794,16,Master,0.9782359679266895,0.8,0.3175,1,0.58,0.7212484433374844,0.6579481297939143,['initiative']
120,120,13,Associate,0.9514705882352941,1.0,0.8,5,0.62,0.4472896103896104,0.6573339419404125,"['communication', 'leadership', 'organization', 'initiative', 'reliability']"
748,748,13,Associate,0.9301164725457571,0.8,0.5,4,0.5800000000000001,0.6740529993815708,0.657227547069047,"['communication', 'leadership', 'organization', 'initiative']"
927,927,10,Bachelor,0.9572748267898383,0.8,0.33499999999999996,4,0.64,0.6398061224489796,0.6571693194136777,"['communication', 'leadership', 'customer service', 'multitasking']"
932,932,17,Bachelor,0.9794450154162384,0.8,0.0675,4,0.64,0.72075260804769,0.6569202839559308,"['communication', 'leadership', 'customer service', 'flexibility']"
73,73,9,Bachelor,0.9600798403193613,1.0,0.7525,1,0.49000000000000005,0.6309547364400305,0.6565444049639453,['communication']
623,623,9,Master,0.9589905362776026,0.8,0.12250000000000005,5,0.71,0.6144229851031322,0.6564759491586999,"['communication', 'leadership', 'organization', 'flexibility', 'initiative']"
867,867,38,Bachelor,0.9831932773109243,0.7,0.5,5,0.6799999999999999,0.553054657411554,0.6562357249545586,"['communication', 'leadership', 'analytical skills', 'organization', 'initiative']"
870,870,16,Master,0.9763779527559056,0.8,0.9125,4,0.7,0.35720796014330497,0.656050183318582,"['communication', 'organization', 'attention to detail', 'continuous learning']"
826,826,20,Bachelor,0.9778565101860053,0.7,0.5,5,0.6799999999999999,0.5534149940968123,0.6558101492476441,"['communication', 'leadership', 'organization', 'customer service', 'professionalism']"
871,871,9,Master,0.9647058823529412,0.9,0.5625,2,0.5900000000000001,0.5901070551070551,0.6557527047674107,"['communication', 'analytical skills']"
898,898,24,Master,0.9696202531645569,0.9,0.5,2,0.62,0.5690525606469002,0.6556777935105258,"['organization', 'reliability']"
592,592,19,Bachelor,0.9744835965978129,0.7,0.4425,2,0.56,0.7310969627387538,0.6550274484814074,"['customer service', 'decision making']"
576,576,14,Master,0.9732620320855615,1.0,0.5,6,0.78,0.31810089531680436,0.6547564718035975,"['communication', 'leadership', 'organization', 'decision making', 'interpersonal skills', 'initiative']"
846,846,8,Associate,0.9671179883945842,0.7,0.7925,5,0.56,0.611900432900433,0.6535319287095883,"['leadership', 'organization', 'customer service', 'interpersonal skills', 'initiative']"
352,352,20,Bachelor,0.9773706896551724,0.6,0.18000000000000005,4,0.64,0.7389366258741259,0.653418056727755,"['communication', 'leadership', 'organization', 'initiative']"
804,804,21,Master,0.9523099850968704,0.9,0.8225,4,0.7,0.35291666666666666,0.6533559985096871,"['leadership', 'problem-solving', 'organization', 'initiative']"
